resp,comp,fproj,timezone,sfips,smsa,qcendiv,sstate,phtype,susr,qmarket,scregion,sdensity3,cregion,state,fips,density3,qlan,qs1,cintro,qs1a,ns1,cointro,qs2a,qs2b,ss2c,qs3,qs4,sex,q1,q2,q3,q4,q6,q7oe,q7.1,q7.2,q7.3,q7.4,q7.5,q7@,q7a,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,int1,int2,q9a,q9b,q9c,q9d,q9e,q9f,q10,q10a,q10b,q13,q14,q15,age,educ,schl,schl2,schl2@,rschl,rschl2,rschl2@,q17,q17@,q18a,q18b,q18c,q18d,q18e,q19,q20,q21,q22,q23a,q23b,q23c,l1,q24,q25,q25a,q26a,q26b,q26c,q26d,q26e,q26f,q26g,employ,employ2,employ2@,employ3,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41,q42,q43,q44a,q44b,q44c,q44d,q44dd,q44e,q44f,q44g,q44h,q44i,q45a,q45b,q46,q47,q48,marital,lwp2,lwp3,kidsa,fam1,fam2,fixhisp,hispx,hisp2,hisp3,racecmb,race1_1,race1_2,race1_3,race1_4,racethn,hh1,hh2,hh30,relig,relig@,chr,born,attend,income,finan,health,regist,regicert,party,partyln,ideo,birthh,mothrh,fathrh,home,home2,l1a,l2,l3,qc1,qc2,qc3,isex,ihisp1,irace1_1,irace1_2,irace1_3,irace1_4,ilang,fdate,fdow,phoneuse,adults,psadjust,puadjust,wt1,q46x
400025.0,Complete,4968cr,Eastern,12011,33100.0,5,,,,3,3,4,South,FL,12086,4.0,English,,,,,,,,,,"Yes, 18-29",Female,Pretty happy,Satisfied,Satisfied,Can't be too careful,"Yes, unique and distinct",Answer given,Work ethic/Hardworking/Motivated,Smarter/More well-educated/Wiser,,,,a lot of us are trying to make things with our life alot of people are educating themselves,Government should do more to solve problems,One of the most important things,One of the most important things,One of the most important things,One of the most important things,Very important but not the most,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","Yes, did this","No, did not","Yes, did this","No, did not","Yes, did this",Voted,Obama,,Part of the time [OR],Yes has changed,,19.0,High school graduate (Grade 12 or GED certificate),"Yes, in College (Undergraduate)",Graduate or professional school or degree,,,,,,,Doesn't make much difference,Bad thing for society,Doesn't make much difference,Bad thing for society,Bad thing for society,Yes,Every few days,No,Yes,New technology makes people closer to their friends and family,New technology makes people waste too much time,New technology makes life easier,,Yes,50.0,,Yes,Yes,No,No,Yes,No,Yes,Not employed,Student,,,,,,No,Yes,Very closely,,,,Business corporations,Oppose,Should be saving and investing more,Yes have done it in last 12 months,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,,,No,Never been married,"No, have not",,No,Only your mother,Widowed,HISP3,Not Hispanic,,No,Black or African-American,Black or African-American,,,,Black non-Hispanic,2.0,0.0,,(VOL) Christian,,,"Yes, would",Once a week,(VOL) Don't know/Refused,Yes,Not covered by health insurance,"Yes, registered",Absolutely certain,Democrat,,Conservative,,,,,Live in a dorm,,,,Yes home telephone,,All or almost all calls on a cell phone,Female,No,White,,,,English,100115,Friday,Dual/most cell,2.0,1.0,1.47,1.47,0.0
400026.0,Complete,4968cr,Eastern,11001,47900.0,5,,,,3,3,5,South,DC,11001,5.0,English,,,,,,,,,,"Yes, 18-29",Male,Pretty happy,(VOL) Don't know/Refused,(VOL) Don't know/Refused,(VOL) Other/Depends,"No, not",,,,,,,,Government is doing too many things better left to businesses and individuals,Very important but not the most,Very important but not the most,Not important,One of the most important things,Somewhat important,Somewhat important,One of the most important things,Very important but not the most,Yes,Yes,"No, did not","No, did not","No, did not","No, did not","No, did not","No, did not",Voted,Obama,,Always,Yes has changed,,21.0,"Some college, no 4-year degree (including associate degree)","Yes, in College (Undergraduate)","Attend college, bachelor's degree",,,,,,,Bad thing for society,(VOL) Don't know/Refused,Doesn't make much difference,Good thing for society,Doesn't make much difference,Yes,Several times a day,No,No,New technology makes people closer to their friends and family,(VOL) Both equally,New technology makes life easier,,Yes,0.0,,Yes,Yes,Yes,No,No,Yes,No,Not employed,Student,,,,,,No,Yes,Fairly closely,,,,Government,(VOL) Don't know/Refused,Should be saving and investing more,"Yes, but have not done it in last 12 months (or unsure if done in last 12 months)",Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,,,No,Never been married,"No, have not",,No,Only your mother,Divorced,HISP2,Not Hispanic,No,,Black or African-American,Black or African-American,,,,Black non-Hispanic,2.0,0.0,,Atheist (do not believe in God),,,,Seldom,"Less than $10,000,",Yes,Covered by health insurance,"Yes, registered",Absolutely certain,Democrat,,"Liberal, OR",,,,,Live with parents,,,,Yes home telephone,,All or almost all calls on a regular home phone,Male,No,White,,,,English,100115,Friday,"Dual/few, some cell",2.0,1.0,1.47,1.47,0.0
400027.0,Complete,4968cr,Central,48113,19100.0,7,,,,3,3,5,South,TX,48113,5.0,English,,,,,,,,,,"Yes, 18-29",Male,Very happy,Satisfied,Satisfied,Most people can be trusted,"Yes, unique and distinct",Answer given,Technology use,,,,,we started electronic generation,Government should do more to solve problems,Very important but not the most,Very important but not the most,Somewhat important,Very important but not the most,Somewhat important,Somewhat important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","No, did not","No, did not","No, did not","Yes, did this","No, did not",Voted,McCain,,Part of the time [OR],Yes has changed,,21.0,"Some college, no 4-year degree (including associate degree)",No,,,Yes,"Attend college, bachelor's degree",,You can't afford school right now,,Doesn't make much difference,Doesn't make much difference,Doesn't make much difference,Doesn't make much difference,Doesn't make much difference,Yes,Every few days,No,No,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life easier,,Yes,150.0,,Yes,No,No,Yes,Yes,No,Yes,Part-time,,,Work for someone else,A stepping stone to a career,No,Yes,,,Fairly closely,Yes,Somewhat likely,Somewhat likely,Business corporations,Favor,Should be saving and investing more,Yes have done it in last 12 months,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,,,No,Never been married,"No, have not",,No,Both parents,Married,HISP3,Not Hispanic,,No,White,White,,,,White non-Hispanic,9.0,5.0,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"Yes, would",Once a week,"40 to under $50,000,",No,Not covered by health insurance,"Yes, registered",Absolutely certain,Republican,,Conservative,,,,,Live in a dorm,,,,Yes home telephone,,All or almost all calls on a regular home phone,Male,No,White,,,,English,100115,Friday,"Dual/few, some cell",4.0,1.0,1.47,1.47,0.0
400028.0,Complete,4968cr,Central,40147,0.0,7,,,,3,3,2,South,OK,40143,4.0,English,,,,,,,,,,"Yes, 18-29",Male,Pretty happy,Dissatisfied,Dissatisfied,Can't be too careful,"Yes, unique and distinct",Answer given,Music/Pop culture/Style/Lifestyle/Trend setters,,,,,"the culture the music, you know everything",Government is doing too many things better left to businesses and individuals,Very important but not the most,Somewhat important,Somewhat important,Very important but not the most,Very important but not the most,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","No, did not","No, did not","No, did not","Yes, did this","No, did not",Did not vote (includes too young to vote),,Other candidate,Part of the time [OR],"No, has not changed",Opponents and special interests have prevented change,21.0,High school graduate (Grade 12 or GED certificate),"Yes, in College (Undergraduate)","Attend college, bachelor's degree",,,,,,,Bad thing for society,Doesn't make much difference,Doesn't make much difference,Bad thing for society,Good thing for society,Yes,Several times a day,Yes,Yes,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life easier,,Yes,50.0,,Yes,Yes,Yes,Yes,Yes,No,Yes,Full-time,,,Work for someone else,Just a job to get you by,No,Yes,,,Fairly closely,Yes,Very likely,Not at all likely,Government,Favor,Should be saving and investing more,Yes have done it in last 12 months,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,,,No,Never been married,"Yes, have",,No,Only your mother,Married,HISP3,Hispanic,,Yes,White,White,,,,Hispanic,2.0,0.0,,Muslim (Islam),,,,Once a week,"75 to under $100,000,",No,Covered by health insurance,"No, not registered",,Independent,Republican,"Liberal, OR",Another country,,,,Own,,,,"No, home telephone",,,Female,No,White,,,,English,100115,Friday,CPO,2.0,1.0,1.47,1.47,0.0
400030.0,Complete,4968cr,Central,29031,16020.0,4,,,,2,2,2,Midwest,MO,29069,1.0,English,,,,,,,,,,"Yes, 18-29",Male,Pretty happy,Dissatisfied,Dissatisfied,Can't be too careful,"Yes, unique and distinct",Answer given,Selfish/Spoiled/Self-centered,,,,,more self-centered,Government should do more to solve problems,Very important but not the most,Very important but not the most,Very important but not the most,Very important but not the most,Very important but not the most,Not important,Somewhat important,Very important but not the most,Yes,Yes,"No, did not","No, did not","No, did not","No, did not","No, did not","No, did not",Voted,Obama,,Always,Yes has changed,,26.0,"Some college, no 4-year degree (including associate degree)","Yes, in College (Undergraduate)",Graduate or professional school or degree,,,,,,,Bad thing for society,Bad thing for society,Doesn't make much difference,Doesn't make much difference,Doesn't make much difference,Yes,About once a day,Yes,Yes,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life easier,,Yes,15.0,,No,No,Yes,Yes,Yes,No,Yes,Full-time,,,Work for someone else,A stepping stone to a career,No,Yes,,,Very closely,No,Very likely,Not at all likely,Government,Favor,Should be saving and investing more,Yes have done it in last 12 months,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,,No,Never been married,"No, have not",,No,Both parents,Married,HISP3,Not Hispanic,,No,White,White,,,,White non-Hispanic,4.0,0.0,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"Yes, would",Once or twice a month,"$100 to under $150,000, or",Yes,Covered by health insurance,"Yes, registered",Absolutely certain,Republican,,Conservative,,,,,Live with parents,,,,"No, home telephone",,,Male,No,White,,,,English,100115,Friday,CPO,4.0,1.0,1.47,1.47,0.0
400031.0,Complete,4968cr,Pacific,6077,44700.0,9,,,,4,4,3,West,CA,6077,3.0,English,,,,,,,,,,"Yes, 18-29",Male,Pretty happy,Satisfied,Dissatisfied,Most people can be trusted,"No, not",,,,,,,,Government is doing too many things better left to businesses and individuals,Very important but not the most,Very important but not the most,Very important but not the most,Very important but not the most,Somewhat important,Not important,Somewhat important,Very important but not the most,Yes,Yes,"Yes, did this","Yes, did this","No, did not","No, did not","Yes, did this","Yes, did this",Voted,McCain,,Nearly always,"No, has not changed",Opponents and special interests have prevented change,20.0,"Some college, no 4-year degree (including associate degree)","Yes, in College (Undergraduate)",Graduate or professional school or degree,,,,,,,Doesn't make much difference,Doesn't make much difference,Bad thing for society,Doesn't make much difference,Doesn't make much difference,Yes,Several times a day,No,Yes,New technology makes people more isolated,New technology makes people waste too much time,New technology makes life easier,,Yes,0.0,,Yes,Yes,Yes,Yes,No,Yes,Yes,Not employed,Student,,,,,,No,Yes,Fairly closely,,,,Business corporations,(VOL) Don't know/Refused,Should be saving and investing more,"Yes, but have not done it in last 12 months (or unsure if done in last 12 months)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,,,No,Never been married,"No, have not",,No,Both parents,Married,HISP3,Hispanic,,Yes,Mixed Race,White,Or some other race,,,Hispanic,5.0,2.0,,Roman Catholic (Catholic),,,"No, would not",Once a week,"75 to under $100,000,",Yes,Covered by health insurance,"Yes, registered",Absolutely certain,Independent,Republican,Very conservative,U.S.,Another country,Another country,,Live with parents,,,,Yes home telephone,,All or almost all calls on a cell phone,Male,No,White,,,,English,100115,Friday,Dual/most cell,3.0,1.0,1.47,1.47,0.0
400032.0,Complete,4968cr,Pacific,6037,31100.0,9,,,,4,4,5,West,CA,6037,5.0,English,,,,,,,,,,"Yes, 18-29",Male,Pretty happy,Satisfied,Satisfied,Can't be too careful,"No, not",,,,,,,,Government should do more to solve problems,Very important but not the most,Very important but not the most,Very important but not the most,Very important but not the most,Very important but not the most,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","No, did not","No, did not","No, did not","No, did not","Yes, did this",Did not vote (includes too young to vote),,Obama,Part of the time [OR],Yes has changed,,19.0,High school graduate (Grade 12 or GED certificate),"Yes, in College (Undergraduate)","Attend college, bachelor's degree",,,,,,,Bad thing for society,Bad thing for society,Doesn't make much difference,Doesn't make much difference,Doesn't make much difference,Yes,About once a day,No,Yes,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life easier,,Yes,60.0,,Yes,Yes,No,No,No,No,No,Part-time,,,Work for someone else,A stepping stone to a career,No,Yes,,,Fairly closely,No,Very likely,Somewhat likely,Business corporations,Strongly favor,Should be saving and investing more,"Yes, but have not done it in last 12 months (or unsure if done in last 12 months)",Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,,,No,Living with a partner,,,No,Only your mother,Separated,HISP3,Hispanic,,Yes,Mixed Race,Or some other race,,,,Hispanic,4.0,2.0,,Roman Catholic (Catholic),,,"No, would not",Once a week,"Less than $10,000,",No,Not covered by health insurance,"No, not registered",,(VOL) Don't know/Refused,Democrat,Very liberal?,U.S.,Another country,Another country,,Rent,,,,"No, home telephone",,,Male,No,White,,,,English,100115,Friday,CPO,2.0,1.0,1.47,1.47,0.0
400033.0,Complete,4968cr,Pacific,6073,41740.0,9,,,,4,4,3,West,CA,6037,5.0,English,,,,,,,,,,"Yes, 18-29",Male,Pretty happy,Dissatisfied,Dissatisfied,Can't be too careful,"Yes, unique and distinct",Answer given,Technology use,,,,,"into technology,",Government is doing too many things better left to businesses and individuals,Somewhat important,Very important but not the most,Very important but not the most,Very important but not the most,Very important but not the most,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","No, did not","No, did not","Yes, did this","Yes, did this","Yes, did this",Voted,Obama,,Part of the time [OR],"No, has not changed",Opponents and special interests have prevented change,27.0,"Some college, no 4-year degree (including associate degree)",No,,,(VOL) Don't know/Refused,,,You don't need more education right now,,Bad thing for society,Bad thing for society,Good thing for society,Bad thing for society,Good thing for society,Yes,About once a day,Yes,No,New technology makes people more isolated,New technology allows people to use their time more efficiently,New technology makes life easier,,Yes,20.0,,Yes,Yes,Yes,No,Yes,No,No,Not employed,(VOL) Other reason (SPECIFY),<5:(VOL) Other reason (SPECIFY)>:can't find work,,,,,No,Yes,Very closely,,,,Government,Oppose,Should be saving and investing more,Yes have done it in last 12 months,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,2.0,"Yes, visible",No,Never been married,"Yes, have",,No,Both parents,Divorced,HISP3,Hispanic,,Yes,Mixed Race,White,Or some other race,,,Hispanic,2.0,0.0,,(VOL) Christian,,,"Yes, would",A few times a year,"10 to under $20,000,",Yes,Not covered by health insurance,"Yes, registered",Absolutely certain,Independent,(VOL) Other/Don't know/Refused,Moderate,U.S.,U.S.,U.S.,,Rent,,,,Yes home telephone,,All or almost all calls on a cell phone,Male,No,White,,,,English,100115,Friday,Dual/most cell,2.0,1.0,1.47,1.47,2.0
400034.0,Complete,4968cr,Pacific,53035,14740.0,9,,,,4,4,3,West,WA,53035,3.0,English,,,,,,,,,,"Yes, 18-29",Female,Very happy,Satisfied,Satisfied,Most people can be trusted,"No, not",,,,,,,,Government is doing too many things better left to businesses and individuals,Somewhat important,Very important but not the most,Very important but not the most,One of the most important things,Somewhat important,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","Yes, did this","No, did not","No, did not","No, did not","Yes, did this",Voted,Obama,,Nearly always,Yes has changed,,28.0,"College graduate (B.S., B.A., or other 4-year degree)",No,,,Yes,Graduate or professional school or degree,,,,Doesn't make much difference,Good thing for society,Doesn't make much difference,Good thing for society,Good thing for society,No,,No,Yes,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life easier,,Yes,100.0,,Yes,Yes,Yes,No,No,Yes,Yes,Full-time,,,Work for someone else,A stepping stone to a career,Yes,,,,Very closely,Yes,Somewhat likely,Not very likely,(VOL) Both,Strongly favor,Saving and investing as much as you should,Yes have done it in last 12 months,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,,No,Married,"No, have not",,Yes,Both parents,Married,HISP2,Not Hispanic,No,,White,White,,,,White non-Hispanic,3.0,1.0,,(VOL) Christian,,,"No, would not",Once or twice a month,"75 to under $100,000,",No,Covered by health insurance,"Yes, registered",Absolutely certain,Independent,Democrat,"Liberal, OR",,,,,Rent,,,,Yes home telephone,,All or almost all calls on a cell phone,Female,No,White,,,,English,100115,Friday,Dual/most cell,2.0,1.0,1.47,1.47,0.0
400035.0,Complete,4968cr,Pacific,32013,0.0,8,,,,4,4,1,West,NV,32013,1.0,English,,,,,,,,,,"Yes, 18-29",Female,Pretty happy,Dissatisfied,Satisfied,Most people can be trusted,"No, not",,,,,,,,Government is doing too many things better left to businesses and individuals,Very important but not the most,Very important but not the most,Very important but not the most,One of the most important things,Not important,Not important,Somewhat important,Somewhat important,Yes,Yes,"Yes, did this","Yes, did this","No, did not","Yes, did this","No, did not","No, did not",Did not vote (includes too young to vote),,McCain,Part of the time [OR],Yes has changed,,26.0,"College graduate (B.S., B.A., or other 4-year degree)",No,,,Yes,Graduate or professional school or degree,,,,Bad thing for society,Bad thing for society,Bad thing for society,Doesn't make much difference,Doesn't make much difference,Yes,Every few days,No,Yes,New technology makes people more isolated,New technology allows people to use their time more efficiently,New technology makes life easier,,Yes,0.0,,No,Yes,No,No,No,No,Yes,Full-time,,,Work for someone else,A career,No,Yes,,,Fairly closely,Yes,Somewhat likely,Very likely,Business corporations,Strongly oppose,Should be saving and investing more,Yes have done it in last 12 months,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,,,No,Married,"Yes, have",Lived with current spouse before married,Yes,Only your mother,Divorced,HISP3,Not Hispanic,,No,White,White,,,,White non-Hispanic,5.0,3.0,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"Yes, would",Once a week,"75 to under $100,000,",No,Covered by health insurance,"Yes, registered",Absolutely certain,Republican,,Conservative,,,,,Own,,,,"No, home telephone",,,Male,No,White,,,,English,100115,Friday,CPO,2.0,1.0,1.47,1.47,0.0
400036.0,Complete,4968cr,Pacific,32003,29820.0,8,,,,4,4,2,West,UT,49049,2.0,English,,,,,,,,,,"Yes, 18-29",Male,Pretty happy,Dissatisfied,Satisfied,Most people can be trusted,"Yes, unique and distinct",Answer given,Just different,,,,,looking to be different,Government is doing too many things better left to businesses and individuals,Very important but not the most,One of the most important things,Not important,One of the most important things,Very important but not the most,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","No, did not","No, did not","No, did not","No, did not","No, did not",Did not vote (includes too young to vote),,(VOL) Don't remember which candidate,Seldom,Yes has changed,,26.0,"Some college, no 4-year degree (including associate degree)","Yes, in College (Undergraduate)","Attend college, bachelor's degree",,,,,,,Bad thing for society,Good thing for society,Good thing for society,Doesn't make much difference,Doesn't make much difference,Yes,Every few days,No,Yes,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life easier,,Yes,100.0,,No,Yes,Yes,No,Yes,Yes,Yes,Not employed,Lost or quit a job,,,,,,No,Yes,Fairly closely,,,,Business corporations,Strongly favor,Should be saving and investing more,Yes have done it in last 12 months,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,4.0,(VOL) Depends on what I'm wearing,No,Living with a partner,,,No,Both parents,Married,HISP2,Not Hispanic,No,,White,White,,,,White non-Hispanic,4.0,0.0,,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),,,"No, would not",Seldom,"20 to under $30,000,",No,Not covered by health insurance,"No, not registered",,(VOL) No preference,(VOL) Other/Don't know/Refused,Very liberal?,,,,,Rent,,,,"No, home telephone",,,Female,No,White,,,,English,100116,Friday,CPO,4.0,1.0,1.47,1.47,4.0
400037.0,Complete,4968cr,Pacific,6029,12540.0,9,,,,4,4,1,West,CA,6029,1.0,English,,,,,,,,,,"Yes, 18-29",Male,Pretty happy,Dissatisfied,Satisfied,Most people can be trusted,"Yes, unique and distinct",Answer given,Work ethic/Hardworking/Motivated,,,,,"hard working, get on our feet and be productive",Government is doing too many things better left to businesses and individuals,Very important but not the most,Very important but not the most,Very important but not the most,Very important but not the most,Somewhat important,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","Yes, did this","No, did not","Yes, did this","No, did not","No, did not",Voted,McCain,,Nearly always,Yes has changed,,28.0,"Some college, no 4-year degree (including associate degree)","Yes, in College (Undergraduate)",Graduate or professional school or degree,,,,,,,Bad thing for society,Doesn't make much difference,Bad thing for society,Good thing for society,Good thing for society,Yes,Several times a day,Yes,Yes,New technology makes people closer to their friends and family,New technology makes people waste too much time,New technology makes life easier,,Yes,100.0,,No,Yes,Yes,Yes,Yes,Yes,Yes,Not employed,Lost or quit a job,,,,,,No,Yes,Very closely,,,,Government,Strongly oppose,Should be saving and investing more,Yes have done it in last 12 months,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,6.0,"(VOL) Some visible, some not",No,Never been married,"Yes, have",,No,Both parents,Married,HISP3,Hispanic,,Yes,Mixed Race,White,Or some other race,,,Hispanic,7.0,1.0,,(VOL) Christian,,,"Yes, would",Once a week,"$150,000 or more?",Yes,Not covered by health insurance,"Yes, registered",Absolutely certain,Republican,,Very conservative,U.S.,U.S.,U.S.,,Live with parents,,,,Yes home telephone,,Some on a cell phone and some on a regular home phone,Male,No,White,,,,English,100116,Saturday,"Dual/few, some cell",6.0,1.0,1.47,1.47,6.0
400038.0,Complete,4968cr,Eastern,34023,35620.0,2,,,,1,1,5,Northeast,NJ,34023,5.0,English,,,,,,,,,,"Yes, 18-29",Female,Pretty happy,Satisfied,Satisfied,Most people can be trusted,"No, not",,,,,,,,Government should do more to solve problems,Very important but not the most,Very important but not the most,Not important,One of the most important things,Somewhat important,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","No, did not","No, did not","No, did not","No, did not","No, did not",Voted,Obama,,Always,"No, has not changed",(VOL) Don't know/Refused,26.0,"College graduate (B.S., B.A., or other 4-year degree)","Yes, in Graduate School",Graduate or professional school or degree,,,,,,,Doesn't make much difference,Good thing for society,Doesn't make much difference,Doesn't make much difference,Good thing for society,No,,No,Yes,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life easier,,Yes,10.0,,No,Yes,No,No,No,No,Yes,Part-time,,,Work for someone else,A stepping stone to a career,No,Yes,,,Very closely,No,Very likely,Not at all likely,Business corporations,Strongly favor,Should be saving and investing more,"Yes, but have not done it in last 12 months (or unsure if done in last 12 months)",Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,,No,Married,"Yes, have",Lived with current spouse before married,Yes,Only your mother,Never married,HISP3,Not Hispanic,,No,White,White,,,,White non-Hispanic,3.0,1.0,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"No, would not",A few times a year,"50 to under $75,000,",No,Not covered by health insurance,"Yes, registered",Absolutely certain,Independent,Republican,Moderate,,,,,Rent,,,,Yes home telephone,,Some on a cell phone and some on a regular home phone,Female,No,Black or African-American,,,,English,100116,Saturday,"Dual/few, some cell",2.0,1.0,1.47,1.47,0.0
400039.0,Complete,4968cr,Eastern,39049,18140.0,3,,,,2,2,5,Midwest,MI,26011,1.0,English,,,,,,,,,,"Yes, 18-29",Female,Pretty happy,Satisfied,Satisfied,Can't be too careful,"No, not",,,,,,,,Government is doing too many things better left to businesses and individuals,Very important but not the most,Somewhat important,Very important but not the most,Very important but not the most,Very important but not the most,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","No, did not","No, did not","No, did not","No, did not","No, did not",Did not vote (includes too young to vote),,McCain,Seldom,"No, has not changed",Opponents and special interests have prevented change,19.0,High school graduate (Grade 12 or GED certificate),No,,,Yes,(VOL) Don't know/Refused,,You can't afford school right now,,Doesn't make much difference,Bad thing for society,Doesn't make much difference,Bad thing for society,Doesn't make much difference,Yes,Every few days,No,Yes,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life easier,,Yes,50.0,,Yes,No,No,No,No,Yes,No,Not employed,Lost or quit a job,,,,,,No,Yes,Not too closely,,,,Government,Strongly oppose,Should be saving and investing more,Yes have done it in last 12 months,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,,,No,Living with a partner,,,No,Both parents,Married,HISP2,Not Hispanic,No,,White,White,,,,White non-Hispanic,4.0,1.0,,(VOL) Christian,,,"Yes, would",Once or twice a month,"10 to under $20,000,",Yes,Not covered by health insurance,"No, not registered",,Independent,Republican,Conservative,,,,,Rent,,,,"No, home telephone",,,Female,No,White,,,,English,100116,Saturday,CPO,3.0,1.0,1.47,1.47,0.0
400041.0,Complete,4968cr,Eastern,54003,25180.0,5,,,,3,3,2,South,WV,54003,2.0,English,,,,,,,,,,"Yes, 18-29",Male,Pretty happy,Dissatisfied,Dissatisfied,Can't be too careful,"Yes, unique and distinct",Answer given,Values/Morals/Religious beliefs,,,,,more moral value,Government should do more to solve problems,Very important but not the most,Not important,Not important,Very important but not the most,Very important but not the most,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"Yes, did this","Yes, did this","No, did not","No, did not","No, did not","Yes, did this",Did not vote (includes too young to vote),,(VOL) Refused,(VOL) Never vote,"No, has not changed",(VOL) Don't know/Refused,26.0,High school graduate (Grade 12 or GED certificate),No,,,No,,,You can't afford school right now,,Bad thing for society,Doesn't make much difference,Doesn't make much difference,Good thing for society,Doesn't make much difference,Yes,Once a week,No,No,New technology makes people more isolated,New technology makes people waste too much time,(VOL) Both equally,,Yes,100.0,,No,Yes,No,Yes,Yes,Yes,Yes,Not employed,Lost or quit a job,,,,,,No,Yes,Very closely,,,,(VOL) Both,(VOL) Don't know/Refused,Saving and investing as much as you should,"Yes, but have not done it in last 12 months (or unsure if done in last 12 months)",Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.0,(VOL) Depends on what I'm wearing,No,Divorced,"Yes, have",,Yes,Both parents,Married,HISP2,Not Hispanic,No,,White,White,,,,White non-Hispanic,3.0,1.0,,(VOL) Christian,,,"No, would not",Seldom,"20 to under $30,000,",No,Not covered by health insurance,"No, not registered",,Independent,Republican,Moderate,,,,,(VOL) Other arrangement,,,,"No, home telephone",,,Female,No,Black or African-American,,,,English,100116,Saturday,CPO,2.0,1.0,1.47,1.47,3.0
