Code,StationName,Staffed,StationType,Address1,Address2,Address3,City,State,Zip,Country,Division,PublicPhone,TicketOffice,QuikTrak,MetrolinkTVM,CheckedBaggage,AmtrakExpress,HandleUSMail,Lounge,UnaccompaniedChildren,AdvPayPPO,AmtrakTrains,Non-AmtrakTrains,DedicatedThruway,CoordinatedThruway,OtherTransportation,GroupCity,IATACode,IATAName,NonAmtrakTicketSale,TimeZone,ObserveDayLightSaving,CheckInWService,CheckInWOService,Latitude/Longitude,Elevation,Population,FreeText,TicketOfficeName,TicketOfficePh,TicketOfficeATSPh,TicketOfficeFax,TicketOfficeATSFax,TicketOfficeQueue,TicketOfficeMshPrinter,StationServicesName,StationServicesPh,StationServicesATSPh,StationServicesFax,StationServicesATSFax,StationServicesQueue,StationServicesMsgPrinter,StationServicesPaging,StationServicesATSPaging,StationServicesLostFoundPh,StationServicesLostFoundATSPh,FirstLvlSupervisorName,FirstLvlSupervisorTitle,FirstLvlSupervisorLocation,FirstLvlSupervisorPh,FirstLvlSupervisorATSPh,FirstLvlSupervisorFax,FirstLvlSupervisorATSFax,FirstLvlSupervisorQueue,FirstLvlSupervisorMsgPrinter,SecondLvlSupervisorName,SecondLvlSupervisorTitle,SecondLvlSupervisorLocation,SecondLvlSupervisorPh,SecondLvlSupervisorATSPh,SecondLvlSupervisorFax,SecondLvlSupervisorATSFax,SecondLvlSupervisorQueue,SecondLvlSupervisorMsgPrinter,WaitingRoomHours,BaggageHours,MeetAndAssistHours,TicketHours,Non-AmtrakTicket,Quik-TrakHours,MetrolinkTVMHours,LoungeHours,ExpressHours,MailOfficeHours,ParkingHours
GLY,"Gilroy, California",N,Curbside Bus Stop only (no shelter),7250 Monterey Street,Caltrain Station,,Gilroy,CA,95020,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,,,,,,P,Y,30,30,"37.003961,-121.566798",198,21641,"For more information, see ""Thruway Service""",Unstaffed Bus Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
GMS,"Grimsby, Ontario",N,Platform with Shelter,Ontario Street and Drake Avenue,,,Grimsby,ON,L3M 3H6,Canada,VIA Rail Canada Inc.,888-842-7245,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,XGY,VIAnet:  GRIM,,E,Y,30,30,"43.195910,-79.558007",282,157983,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,"Manager, Customer Service (VIA)","298 Walker Road, Windsor, Ontario N8Y 2M9",Exemption 6,NONE    ,Exemption 6,NONE    ,0,0,Exemption 6,"Manager, Customer Service (Via Rail)","298 Walker Road, Windsor, Ontario, N8Y 2M9",Exemption 6,NONE    ,Exemption 6,NONE    ,0,0,,,,,,,,,,,
GNB,"Greensburg, Pennsylvania",N,Platform with Shelter,Harrison Avenue and Seton Hill Drive,,,Greensburg,PA,15601,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"40.304986,-79.546893",1097,15870,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,"District Manager, Stations","Pittsburgh, PA.",Exemption 6,Exemption 6,Exemption 6,Exemption 6,Pgh,Pghl,Exemption 6,"Assistant Superintendent, Stations","Philadelphia, Pa",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PHL,P436,S------ 1330-1430 1820-1920; -MTWTFS 0730-0830 1820-1920,,,,,,,,,,SMTWTFS 0001-2359
GNF,"Gainesville, Florida",N,Curbside Bus Stop only (no shelter),201 East University Avenue,,,Gainesville,FL,32601,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,E,Y,30,30,"29.651852,-82.323536",175,95447,,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Jacksonville, Fl",Exemption 6,Exemption 6,Exemption 6,Exemption 6,JA7,,Exemption 6,Asst. Superintendent Passenger Service,"Miami, Fl.",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
GNS,"Gainesville, Georgia",N,Station Building (with waiting room),116 Industrial Boulevard,,,Gainesville,GA,30501,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,"34.288897,-83.819694",1206,33340,,unstaffed station,,,,,,,Unstaffed Station,,,,,,,,,,,Exemption 6,District Manager of Stations,"1688 Peachtree St. NW, Atlanta, GA 30309",Exemption 6,Exemption 6,Exemption 6,Exemption 6,AT7,ATLL,Exemption 6,Assistant Superintendent - Passenger Services,1001 Loyola Ave Suite 207A  New Orleans LA 70013,Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,SMTWTFS 0700-0830 2000-2130,,,,,,,,,,
GPB,Group Breakfast,,Pseudo Station,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"null,null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPD,Group Dinner,,Pseudo Station,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"null,null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPF,Group FedEx TBM,,Pseudo Station,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"null,null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPI,Kids Trains and Meal,,Pseudo Station,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"null,null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPK,"East Glacier Park, Montana",Y,Station Building (with waiting room),400 Highway 49 North,,,East Glacier Park,MT,59434,United States,Pacific Northwest,406-226-4452,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,VIA Rail Canada,M,Y,60,30,"48.442333,-113.219523",4806,396,"Seasonal Stop April 29, 2012-October 6, 2012",Exemption 6,Exemption 6,,Exemption 6,,GPK,P3CF,Exemption 6,Exemption 6,,Exemption 6,,GPK,P3CF,Exemption 6,,Exemption 6,,Exemption 6,District Manager Stations North,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,,SE7,P706,Exemption 6,Asst supt passenger services,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,se7,p706,SMTWTFS 0845-1115 1700-1915,SMTWTFS 0845-1115 1700-1915,SMTWTFS 0845-1115 1700-1915,SMTWTFS 0845-1115 1700-1915,,,,,SMTWTFS 0845-1115 1700-1915,,
GPL,Group Lunch,,Pseudo Station,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"null,null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM,"Garrett Park, Maryland",,Pseudo Station,11015 Rokeby Avenue,MARC Station,,Garrett Park,MD,20852,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,"MARC commuter trains only, no Amtrak trains stop here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPS,Group Special Meal,,Pseudo Station,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"null,null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA,"Granby, Colorado",N,Platform only (no shelter),438 Railroad Avenue,,,Granby,CO,80446,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,M,Y,30,30,"40.084188,-105.935503",7963,963,,Unstaffed Station,,,,,,,,,,,,,,,,,,Exemption 6,"District Manager, Customer Service","Galesburg, IL",Exemption 6,,Exemption 6,Exemption 6,,,Exemption 6,Asst. Superintendent - Passenger Services,"730 Transfer RD, St. Paul, MN 55114",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
GRI,"Green River, Utah",N,Platform only (no shelter),250 South Broadway,@ RR Tracks and Green River Avenue,,Green River,UT,84525,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,M,Y,30,30,"38.992039,-110.165228",4089,1500,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Sacramento, CA",Exemption 6,,Exemption 6,,,,Exemption 6,Asst. Superintendent of Passenger Services,"Oakland, CA",Exemption 6,,,,,,SMTWTFS 0000-0001,,,,,,,,,,
GRO,"Greensboro, North Carolina",Y,Station Building (with waiting room),236 East Washington Street,Galyon Transportation Center,,Greensboro,NC,27401-2704,United States,Southern,336-272-6755,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,E,Y,60,45,"36.069797,-79.787080",317,236865,All passengers must check-in ONE HOUR before train departure,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,GRO,GROL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,GRO,GROL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager - Stations,"400 South West Street, Raleigh NC 27601",Exemption 6,Exemption 6,Exemption 6,Exemption 6,RG7,,Exemption 6,Assistant Superintendent - Passenger Services,"1001 Loyola Ave, New Orleans, LA 70013",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,SMTWTFS 0000-2359,SMTWTFS 0000-2359,SMTWTFS 0000-2359,SMTWTFS 0001-2359,SMTWTFS 0000-2359,SMTWTFS 0000-2359,,,SMTWTFS 0000-2359,,SMTWTFS 0000-2359
GRR,"Grand Rapids, Michigan",N,Station Building (with waiting room),431 Wealthy Street SW,near Market and Wealthy Streets SW,,Grand Rapids,MI,49503-4061,United States,Central,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"42.956349,-85.678868",611,193083,"Quik-Trak see Misc screen, Thruway pickup see Thruway screen",Unstaffed Station,800-872-7245,,,,,,,,,,,,,,,,,Exemption 6,Manager of Customer Service,"Toledo, OH",Exemption 6,NONE    ,Exemption 6,NONE    ,TO7,TOLL,Exemption 6,"Assist. Superintendent, Customer Service","Chicago, Illinois",Exemption 6,,Exemption 6,,,,SMTWTFS 0630-0800 2130-2230,,,,,SMTWTFS 0630-2230,,,,,
GRU,Group,,Pseudo Station,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"null,null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMTWTFS 0000-2359,,,,,,,
GRV,"Greenville, South Carolina",Y,Station Building (with waiting room),1120 West Washington Street,,,Greenville,SC,29601,United States,Southern,864-255-4221,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,E,Y,60,30,"34.858256,-82.413486",962,57428,,Exemption 6,Exemption 6,Exemption 6,Exemption 6,NONE    ,GRV,GRVL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,NONE    ,GRV,GRVL,Exemption 6,Exemption 6,Exemption 6,NONE    ,Exemption 6,District Manager Of Stations,"1688 Peachtree St NW, Atlanta, GA 30309",Exemption 6,Exemption 6,Exemption 6,Exemption 6,AT7,ATLL,Exemption 6,Assistant Superintendent - Passenger Services,"1001 Loyola Ave Suite 207a, New Orleans LA 70013",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,SMTW-FS 0000-0730 2130-2359; ----T-- 0000-1730 2130-2359,SMTW-FS 0000-0730 2130-2359; ----T-- 0000-1730 2130-2359,SMTW-FS 0000-0730 2130-2359; ----T-- 0000-1730 2130-2359,SMTW-FS 0000-0730 2130-2359; ----T-- 0000-1730 2130-2359,,,,,SMTW-FS 0000-0730 2130-2359; ----T-- 0000-1730 2130-2359,,SMTWTFS 0000-2359
GSC,"Glenwood Springs, Colorado",Y,Station Building (with waiting room),413 7th Street,,,Glenwood Springs,CO,81601,United States,Central,970-945-9563,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,M,Y,60,30,"39.547903,-107.323218",5755,7700,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,GSC,GSCL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,GSC,GSCL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,"District Manager, Customer Service","Galesburg, IL",Exemption 6,,Exemption 6,Exemption 6,,,Exemption 6,Asst. Superintendent Passenger Services,"500 West Jackson Blvd, Chicago IL 60661",Exemption 6,,Exemption 6,,,,SMTWTFS 0900-1700,SMTWTFS 0930-1700,SMTWTFS 0930-1700,SMTWTFS 0930-1700,,,,,SMTWTFS 1000-1600,,
GSN,"Goshen Junction, California",N,Curbside Bus Stop only (no shelter),30821 Highway 99,Arco Travel Plaza,,Goshen,CA,93227,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,,,,,P,Y,30,30,"36.349627,-119.427663",284,24400,"For more information, see ""Thruway Service""",Greyhound Ticket Office / 559-651-3948 / Greyhound Agent,Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,DISTRICT MANAGER STATIONS,"200 SANTA FE AVE. #A, HANFORD, CA.  93230",Exemption 6,,Exemption 6,,HN7,,,,,,,,,,,,
GTA,"Goleta, California",N,Platform with Shelter,25 South La Patera Lane,,,Goleta,CA,93117,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,"34.437729,-119.843092",42,66000,"For more information, see ""Thruway Service""",Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,NONE    ,Exemption 6,NONE    ,SB7,SBAL,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,,,,,,,,,,,,SMTWTFS 0000-2359,,,,
GTP,"Grants Pass, Oregon",N,Station Building (with waiting room),460 NE Agness Avenue,Grants Pass Transportation Ctr/Greyhound Station,,Grants Pass,OR,97526,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,,,,,P,Y,15,15,"42.433474,-123.298315",975,20000,,Unstaffed Stop - No Amtrak Services,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,-MTWTF- 0630-1815; ------S 0700-1530,,,,,,,,,,
GTV,"Grantsville, Maryland",N,Curbside Bus Stop only (no shelter),3000 Chestnut Ridge Road,Pilot Travel Center,,Grantsville,MD,21536,United States,Mid-Atlantic,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,E,Y,15,15,"39.692354,-79.100326",2693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUA,"Guadalupe-Santa Maria, California",N,Station Building (with waiting room),330 Guadalupe Street,Highway 1,,Guadalupe,CA,93434,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,SGX,,,,P,Y,30,30,"34.962927,-120.573410",85,5575,"For more information, see ""Thruway Service""",Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,Santa Barbara,Exemption 6,NONE    ,Exemption 6,NONE    ,SB7,SBAL,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,,,,,,SMTWTFS 0000-2359,,,,,,SMTWTFS 0000-2359,,,,
GUI,"Guilford, Connecticut",,Pseudo Station,325 Old Whitfield Street,,,Guilford,CT,06437,United States,Shore Line East,203-777-7433,,N,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,"Shore Line East commuter trains only, no Amtrak trains here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUT,"Guthrie, Oklahoma",N,Platform only (no shelter),409 West Oklahoma Ave.,Santa Fe Depot,,Guthrie,OK,73044-3150,United States,Central,000-000-0000,N,N,,N,N,N,N,N,Y,Y,,,,,,,,,C,Y,15,15,"35.877861,-97.429698",946,,"Special stop for Bluegrass Festival, see ""Attractions"" scrn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVB,"Grover Beach, California",N,Platform with Shelter,180 West Grand Avenue,,,Grover Beach,CA,93433-1968,United States,Southwest,800-USA-RAIL,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,,,,,P,Y,30,30,"35.121260,-120.629266",16,12500,"for additional information, see Thruway Service",Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,NONE    ,Exemption 6,NONE    ,SBA,SBAL,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,,,,,,,,,,,,SMTWTFS 0000-2359,,,,
GVI,"Grangeville, Idaho",N,Curbside Bus Stop only (no shelter),901 West Main (Highway 95),ZIP TRIP,,Grangeville,ID,83530,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Bus tickets only,P,Y,30,30,"45.927188,-116.131574",3381,3200,"For more information, see ""Thruway Service""",unstaffed bus stop at Cenex Station,Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,Manager Bus Operations,"Los Angeles, CA",Exemption 6,,,,,,,,,,,,,,,,,,,,,,,,,
GWD,"Greenwood, Mississippi",N,Station Building (with waiting room),Carrollton Avenue and East Gibson Street,,,Greenwood,MS,38930,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"33.517159,-90.176454",133,17590,Tr 58: Conductor sells tkts to psgrs at sta before boarding,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,DISTRICT STATION MANAGER,"ST. LOUIS, MO",Exemption 6,Exemption 6,Exemption 6,Exemption 6,STL,STLL,Exemption 6,Assistant Superintendent - Passenger Services,"CHICAGO, IL",Exemption 6,Exemption 6,Exemption 6,Exemption 6,CH3,,SMTWTFS 0830-0930 1900-2000,,,,,,,,,,
HAE,"Halethorpe, Maryland",,Pseudo Station,5833 Southwestern Boulevard,MARC Station,,Baltimore,MD,21227,United States,MARC,800-325-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,"MARC commuter trains only, no Amtrak trains stop here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAG,"Hagerstown, Maryland",N,Curbside Bus Stop only (no shelter),10524 Sharpsburg Pike,Liberty Gas Station/7-Eleven Store,,Hagerstown,MD,21740-1414,United States,Mid-Atlantic,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,15,15,"39.602882,-77.729935",510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAM,"Hamlet, North Carolina",N,Station Building (with waiting room),2 Main Street,at Bridges St.,,Hamlet,NC,28345,United States,Southern,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"34.883663,-79.699218",310,6900,,Unstaffed Station - Station Attendant meets all trains.,,,,,,,Unstaffed Station - Station Attendant meets all trains,,,,,,,,,,,Exemption 6,District Manager - Stations,"400 South West Street, Raleigh, NC 27601",Exemption 6,Exemption 6,Exemption 6,Exemption 6,RG7,,Exemption 6,Assistant Superintendent - Passenger Services,"1001 Loyola Ave, New Orleans, LA 70013",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,SMTWTFS 0000-0030 0530-0700 2230-2359,,,,,SMTWTFS 0000-0030 0530-0700 2230-2359,,,,,
HAR,"Harrisburg, Pennsylvania",Y,Station Building (with waiting room),4th and Chestnut Streets,,,Harrisburg,PA,17101,United States,Mid-Atlantic,717-232-3331,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,,,,,Via Rail Canada,E,Y,60,30,"40.262050,-76.878256",320,47164,,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,HAR,HARL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,HAR,HARL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,"District Manager, Stations","Harrisburg, PA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,HA7,HARL,Exemption 6,Asst. Superintendent - Passenger Services,"Philadelphia, PA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PH7,????,S-----S 0630-2345; -MTWTF- 0000-0100 0430-2359,,S------ 0630-2030; -MTWTF- 0430-2359; ------S 0630-1915,S------ 0630-2030; -MTWTF- 0600-2030; ------S 0630-1915,,S-----S 0615-2300; -MTWTF- 0430-2359,,,,,
HAS,"Hastings, Nebraska",Y,Station Building (with waiting room),501 West First Street,,,Hastings,NE,68901,United States,Central,402-462-5703,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,,,,Via Rail Canada,C,Y,60,30,"40.584276,-98.387534",1927,24000,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,HAS,HASL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,HAS,HASL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,"District Manager, Customer Service","Galesburg, IL",Exemption 6,,Exemption 6,Exemption 6,,,Exemption 6,Asst. Superintendent - Passenger Services,"Chicago, IL",Exemption 6,,,,,,SMTWTFS 0000-0700 2330-2359,SMTWTFS 0000-0700 2330-2359,SMTWTFS 0000-0700 2330-2359,SMTWTFS 0000-0700 2330-2359,,,,,SMTWTFS 0000-0700 2330-2359,,
HAV,"Havre, Montana",Y,Station Building (with waiting room),235 Main Street,,,Havre,MT,59501-3599,United States,Pacific Northwest,406-265-5381,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,M,Y,60,30,"48.554465,-109.678352",2487,9621,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,HAV,HAVL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,HAV,HAVL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager Stations,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,,SE7,P706,Exemption 6,Asst Superintendent Passenger Service,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,SMTWTFS 0900-1630,SMTWTFS 0900-1630,SMTWTFS 0900-1630,SMTWTFS 0900-1630,,,,,SMTWTFS 0900-1630,,
HAY,"Hayward, California",N,Platform with Shelter,22555 Meekland Avenue,,,Hayward,CA,94541,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,,,,,P,Y,30,30,"37.665997,-122.099277",74,140606,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Sacramento, CA",Exemption 6,,Exemption 6,,,,Exemption 6,Assistant Superintendent of Passenger Services,"Oakland, CA",Exemption 6,Exemption 6,,,,,,,,,,,,,,,SMTWTFS 0001-2359
HAZ,"Hazlehurst, Mississippi",N,Platform with Shelter,North Ragsdale Avenue and East Conway Street,,,Hazlehurst,MS,39083,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"31.861320,-90.394347",466,4374,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,"District Manager, Customer Service","New Orleans, LA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,NOF6,Exemption 6,Asst. Superintendent - Passenger Services,New Orleans,Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,NOF6,,,,,,,,,,,
HBG,"Hattiesburg, Mississippi",N,Station Building (with waiting room),308 Newman Street,,,Hattiesburg,MS,39401,United States,Southern,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,,,,,C,Y,30,30,"31.326921,-89.286463",161,48012,Completely rebuilt station - Amtrak facilities in station.,Unstaffed Station,,,,,,,Unstaffed Station,,,,,,,,,,,Exemption 6,District Manager- Stations,"1001 Loyola Ave., New Orleans, LA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,Exemption 6,Asst. Superintendent - Passenger Services,"1001 Loyola Ave, New Orleans, LA 70013",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,SMTWTFS 0915-1015 1545-1645,,,,,SMTWTFS 0915-1015 1545-1645,,,,,
HDS,"Hudson, Wisconsin",N,Curbside Bus Stop only (no shelter),Carmichael Road and Coulee Road,Park and Ride,,Hudson,WI,54016,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,"44.964226,-92.723127",860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEA,"Healdsburg, California",N,Curbside Bus Stop only (no shelter),165 Healdsburg Avenue,Singletree Inn,,Healdsburg,CA,95448-4000,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,"38.607095,-122.869554",100,7217,"For more information, see ""Thruway Service""",,,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Districk Superintendent,Oakland,Exemption 6,,,,,,,,,,,,,,,,
HEM,"Hermann, Missouri",N,Platform with Shelter,Wharf & Gutenberg Streets,,,Hermann,MO,65041,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"38.707222,-91.432571",514,2751,,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager,"St. Louis, Missouri",Exemption 6,Exemption 6,Exemption 6,Exemption 6,ST7,STLL,Exemption 6,asst. Superintendent - Passenger Services,"Chicago, IL",Exemption 6,,,,,,SMTWTFS 0001-2359,,,,,,,,,,
HER,"Helper, Utah",N,Station Building (with waiting room),1 Depot Street,,,Helper,UT,84526,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,M,Y,30,30,"39.684036,-110.853894",5825,3200,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Sacramento, CA",Exemption 6,,Exemption 6,,EM7,p72e,Exemption 6,Asst. Superintendent of Passenger Services,"Oakland, CA",Exemption 6,Exemption 6,,,,,SMTWTFS 0000-0001,,,,,,,,,,
HET,"Hemet (West Florida Ave), California",N,Curbside Bus Stop only (no shelter),3246 West Florida Avenue,Coco's Restaurant,Alt. Stop at Simpson Sr. Center-HMT,Hemet,CA,92545-3622,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,HTX,,,,P,Y,30,30,"33.747509,-117.005831",1530,70136,,Unstaffed Thruway Bus Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager of Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
